,county,state,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
2610,Smith,Texas,0.8079193470621707,0.01737460961424023,230221.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459037186,0.3,1.0,1.0,2.3,0.3449255613953549,0.20357576315800904,0.018221825111523274,1.0697570139127186,0.12114203808514427,0.11354670755491462,1.181039058556778,0.8426685662906511,0.004010561,63.0,99.0,167.0,11.0,91.0,228.0,16.0,34.0,18.0,227.6,94.8,0.072184,20.3
2611,Starr,Texas,0.2169701666020922,0.0,64525.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046493607,0.3,1.0,1.0,2.3,0.3449255614103061,0.20357576319256102,0.01822182510654785,1.0697570138705927,0.12114203807826424,0.11354670753971328,1.1810390586594344,0.0,0.001124057,30.0,242.0,244.0,240.0,243.0,141.0,19.0,38.0,14.0,49.8,16.0,0.072184,20.3
2612,Stephens,Texas,0.212021626205873,0.0,9433.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046008693,0.3,1.0,1.0,2.3,0.34492556143326625,0.20357576317184353,0.01822182508215838,1.0697570136753949,0.1211420380578819,0.11354670751616665,1.1810390586239796,0.0,0.000164327,198.0,164.0,158.0,227.0,196.0,50.0,16.0,31.0,18.0,10.7,5.5,0.072184,20.3
2613,Swisher,Texas,1.7421602787456445,0.0,7462.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046368266,0.3,1.0,1.0,2.3,0.34492556137764674,0.20357576320021442,0.01822182511391048,1.069757013937282,0.12114203805950148,0.11354670758509783,1.1810390586974002,0.0,0.000129992,185.0,200.0,143.0,186.0,210.0,52.0,17.0,24.0,17.0,8.8,3.6,0.072184,20.3
2614,Tarrant,Texas,1.954980764351434,0.05467806848284188,2084931.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046067712,0.3,1.0,1.0,2.3,0.34492556142145714,0.20357576317873352,0.018221825110759062,1.0697570140210875,0.1211420380818358,0.11354670754092101,1.1810390588465518,0.1961695614866871,0.036320505,21.0,96.0,52.0,36.0,67.0,235.0,14.0,30.0,19.0,2094.7,827.7,0.072184,20.3
2615,Taylor,Texas,2.8334786399302527,0.043591979075850044,137640.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459168845,0.3,1.0,1.0,2.3,0.3449255613920372,0.20357576315024703,0.018221825116245278,1.0697570139494332,0.12114203807032839,0.1135467075704737,1.181039058413252,0.7991862830572508,0.002397755,182.0,155.0,149.0,16.0,95.0,113.0,15.0,32.0,20.0,143.6,60.9,0.072184,20.3
2616,Terry,Texas,0.9766419793277448,0.0,12287.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046064947,0.3,1.0,1.0,2.3,0.3449255614063645,0.20357576316432002,0.018221825099698868,1.0697570139171484,0.12114203808903719,0.11354670757711402,1.1810390583543582,0.0,0.000214045,188.0,217.0,209.0,207.0,192.0,67.0,16.0,34.0,18.0,14.2,5.4,0.072184,20.3
2617,Titus,Texas,1.7860926951836043,0.0,33033.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045832955,0.3,1.0,1.0,2.3,0.3449255614082887,0.20357576314594494,0.018221825114279656,1.0697570138951957,0.121142038083129,0.11354670753488934,1.1810390585172403,0.24218206036387854,0.0005754509999999999,57.0,130.0,181.0,169.0,185.0,128.0,16.0,31.0,17.0,79.6,29.7,0.072184,20.3
2618,Tom Green,Texas,0.49920043320444374,0.008461024291600741,118189.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920457910638,0.3,1.0,1.0,2.3,0.3449255614312669,0.20357576314208597,0.018221825110627896,1.0697570137660866,0.12114203809153136,0.11354670756161742,1.1810390586264372,0.2453697044564215,0.002058909,66.0,86.0,87.0,27.0,78.0,41.0,14.0,29.0,20.0,72.4,30.6,0.072184,20.3
2619,Travis,Texas,1.8322425030610783,0.05765798086555841,1248743.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920462417006,0.3,1.0,1.0,2.3,0.3449255613845283,0.203575763147421,0.01822182511533598,1.0697570140533321,0.12114203811352696,0.11354670752909125,1.1810390584772046,0.23543675520103016,0.021753706,5.0,9.0,18.0,3.0,30.0,215.0,12.0,22.0,25.0,1034.4,445.6,0.072184,20.3
2620,Trinity,Texas,0.746268656716418,0.0,14740.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046132971,0.3,1.0,1.0,2.3,0.34492556139755765,0.2035757631614654,0.018221825101763907,1.069757013568521,0.12114203805970149,0.11354670753052919,1.1810390583446404,0.0,0.000256778,241.0,173.0,214.0,144.0,199.0,187.0,17.0,40.0,15.0,21.0,12.6,0.072184,20.3
2621,Tyler,Texas,0.3687315634218289,0.0,21696.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459992626,0.3,1.0,1.0,2.3,0.3449255613938053,0.20357576318215342,0.018221825129056048,1.0697570137352508,0.12114203807153393,0.11354670754977876,1.1810390588126845,0.0,0.000377955,224.0,125.0,165.0,170.0,225.0,172.0,15.0,33.0,18.0,23.5,11.4,0.072184,20.3
2622,Upshur,Texas,0.4120213281628696,0.0,41260.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045807077,0.3,1.0,1.0,2.3,0.34492556131846824,0.20357576316044595,0.01822182510906447,1.0697570138148327,0.12114203807561805,0.11354670753756664,1.181039058652448,0.0,0.000718769,221.0,54.0,138.0,94.0,107.0,125.0,15.0,31.0,19.0,67.4,28.5,0.072184,20.3
2623,Uvalde,Texas,0.22349698279073232,0.0,26846.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920457423827,0.3,1.0,1.0,2.3,0.3449255613871713,0.2035757631676972,0.01822182511361097,1.069757013707815,0.12114203806898606,0.11354670755419802,1.1810390587052075,0.22349698279073232,0.00046767,44.0,165.0,113.0,121.0,206.0,70.0,15.0,31.0,17.0,17.0,7.0,0.072184,20.3
2624,Val Verde,Texas,0.26418468541700535,0.0,49208.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046008779,0.3,1.0,1.0,2.3,0.344925561494066,0.20357576308730288,0.018221825109738254,1.0697570139001789,0.12114203808323849,0.11354670754755325,1.1810390586896438,0.14225329214761828,0.000857227,29.0,161.0,121.0,138.0,178.0,103.0,16.0,25.0,17.0,15.5,5.9,0.072184,20.3
2625,Van Zandt,Texas,0.39272389724914764,0.01785108623859762,56019.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920455559723,0.3,1.0,1.0,2.3,0.34492556132740676,0.20357576322319212,0.018221825112908117,1.0697570138702939,0.12114203807636695,0.11354670754565416,1.1810390587122226,0.0,0.000975878,169.0,34.0,42.0,128.0,72.0,133.0,14.0,26.0,18.0,62.4,27.1,0.072184,20.3
2626,Victoria,Texas,1.629814744390721,0.06519258977562883,92035.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045417504,0.3,1.0,1.0,2.3,0.3449255613625251,0.20357576313359046,0.018221825110012496,1.0697570138534254,0.1211420380290107,0.1135467075569077,1.1810390590536208,0.4672135600586733,0.001603294,68.0,139.0,156.0,39.0,139.0,168.0,15.0,36.0,20.0,98.4,40.1,0.072184,20.3
2627,Walker,Texas,5.422185430463577,0.02759381898454746,72480.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920460816775,0.3,1.0,1.0,2.3,0.34492556139624725,0.20357576310706402,0.018221825110375275,1.0697570139348784,0.1211420380794702,0.11354670753311259,1.1810390586368653,0.08278145695364239,0.001262637,34.0,145.0,231.0,120.0,223.0,230.0,17.0,36.0,20.0,86.5,30.7,0.072184,20.3
2628,Waller,Texas,0.7152806535406392,0.0,53126.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920453262054,0.3,1.0,1.0,2.3,0.34492556149531306,0.2035757630915183,0.018221825113880208,1.0697570138915033,0.12114203807928323,0.11354670754432858,1.1810390586530135,0.0,0.000925481,27.0,140.0,195.0,202.0,128.0,197.0,16.0,36.0,17.0,84.1,30.8,0.072184,20.3
2629,Washington,Texas,4.984618890281418,0.6266378033496639,35108.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045972428,0.3,1.0,1.0,2.3,0.34492556141050473,0.20357576315939385,0.018221825111085794,1.0697570137860315,0.12114203808248834,0.11354670753104706,1.1810390586191182,0.14241768257946907,0.000611598,45.0,88.0,84.0,19.0,90.0,112.0,15.0,30.0,18.0,55.8,25.7,0.072184,20.3
2630,Webb,Texas,1.6128447682215215,0.061614294516327786,275910.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459570146,0.3,1.0,1.0,2.3,0.3449255614149541,0.20357576314740314,0.01822182511326157,1.0697570138813381,0.12114203809213149,0.11354670754956327,1.181039058751042,0.20296473487731506,0.004806485,16.0,236.0,237.0,208.0,207.0,241.0,18.0,38.0,16.0,74.5,21.9,0.072184,20.3
2631,Wharton,Texas,1.009154472716788,0.0,41619.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045940556,0.3,1.0,1.0,2.3,0.3449255614022442,0.20357576316105624,0.018221825103918884,1.0697570138638604,0.1211420380835676,0.1135467075374228,1.1810390586030417,0.09610994978255123,0.000725023,144.0,209.0,154.0,147.0,129.0,136.0,15.0,37.0,17.0,38.0,15.8,0.072184,20.3
2632,Wheeler,Texas,2.6969755345790793,0.0,5191.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045848584,0.3,1.0,1.0,2.3,0.3449255613561934,0.2035757632440763,0.018221825081872475,1.0697570138701598,0.12114203814293971,0.11354670757079562,1.1810390585628971,0.0,9.04e-05,226.0,73.0,76.0,206.0,50.0,126.0,15.0,26.0,18.0,5.9,3.0,0.072184,20.3
2633,Wichita,Texas,0.5830506421129149,0.015144172522413376,132064.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045523383,0.3,1.0,1.0,2.3,0.34492556139447544,0.20357576319057424,0.01822182511509571,1.0697570140235038,0.12114203810273806,0.1135467075054519,1.1810390583353525,0.18173007026896051,0.002300619,173.0,208.0,235.0,21.0,96.0,49.0,18.0,35.0,18.0,209.5,88.5,0.072184,20.3
2634,Wilbarger,Texas,0.15600624024961,0.0,12820.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920460218405,0.3,1.0,1.0,2.3,0.34492556138845554,0.20357576318252732,0.01822182511700468,1.0697570140405617,0.12114203806552264,0.11354670756630264,1.18103905850234,0.0,0.00022333099999999998,143.0,178.0,197.0,111.0,194.0,79.0,16.0,34.0,17.0,13.9,6.5,0.072184,20.3
2635,Willacy,Texas,0.6507088078085057,0.04647920055775041,21515.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920460144087,0.3,1.0,1.0,2.3,0.34492556142226355,0.20357576314199397,0.018221825098768303,1.0697570137113641,0.12114203806646526,0.1135467075528701,1.1810390587961888,0.0,0.000374802,108.0,239.0,241.0,119.0,244.0,206.0,19.0,40.0,16.0,37.5,11.9,0.072184,20.3
2636,Williamson,Texas,0.7481661987687019,0.028232686745988753,566719.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920461463267,0.3,1.0,1.0,2.3,0.3449255613452169,0.20357576312070005,0.01822182511968012,1.069757013793432,0.12114203808236532,0.11354670753936255,1.181039058686933,0.15880886294618674,0.009872519,4.0,20.0,19.0,4.0,3.0,188.0,13.0,30.0,21.0,378.0,145.6,0.072184,20.3
2637,Wilson,Texas,0.7167887862376553,0.07964319847085059,50224.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920456355526,0.3,1.0,1.0,2.3,0.34492556148454917,0.2035757631809494,0.01822182510353616,1.0697570139773813,0.12114203808935968,0.11354670753026443,1.1810390586173942,0.07964319847085059,0.000874926,32.0,31.0,43.0,38.0,28.0,117.0,13.0,34.0,19.0,53.4,20.9,0.072184,20.3
2638,Winkler,Texas,0.38860103626943004,0.0,7720.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920453367876,0.3,1.0,1.0,2.3,0.3449255613989637,0.2035757632124352,0.01822182512953368,1.0697570138601038,0.12114203808290155,0.11354670751295337,1.1810390586787565,0.0,0.000134486,225.0,127.0,139.0,235.0,74.0,30.0,15.0,37.0,19.0,8.5,3.6,0.072184,20.3
2639,Wise,Texas,0.5124075836322377,0.029280433350413585,68305.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459702804,0.3,1.0,1.0,2.3,0.34492556137910846,0.20357576312129416,0.018221825107971597,1.0697570138350048,0.12114203807920358,0.11354670753239147,1.1810390586340678,0.30744455017934263,0.0011899060000000001,106.0,19.0,109.0,125.0,35.0,190.0,15.0,33.0,19.0,65.4,26.3,0.072184,20.3
2640,Wood,Texas,0.3323805092069401,0.0,45129.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920450264794,0.3,1.0,1.0,2.3,0.34492556139068004,0.20357576316780782,0.018221825123534756,1.0697570138935053,0.12114203809080637,0.11354670752731058,1.1810390586983979,0.0,0.000786169,149.0,24.0,45.0,59.0,142.0,129.0,14.0,28.0,17.0,65.0,32.3,0.072184,20.3
2641,Yoakum,Texas,0.23280176929344662,0.0,8591.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046327552,0.3,1.0,1.0,2.3,0.34492556140146663,0.20357576312419973,0.01822182516587126,1.0697570138517054,0.12114203806308928,0.11354670748457689,1.1810390583168433,0.0,0.00014965899999999998,54.0,50.0,80.0,217.0,38.0,78.0,14.0,33.0,19.0,9.9,3.7,0.072184,20.3
2642,Young,Texas,0.22166805209199225,0.05541701302299806,18045.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459961206,0.3,1.0,1.0,2.3,0.34492556142975894,0.20357576314768636,0.0182218251039069,1.0697570141313382,0.12114203807148795,0.11354670756442228,1.1810390584649488,0.0,0.000314353,216.0,15.0,163.0,108.0,59.0,91.0,16.0,34.0,18.0,20.3,9.4,0.072184,20.3
2643,Zapata,Texas,0.49330514446793516,0.0,14190.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045806906,0.3,1.0,1.0,2.3,0.3449255613812544,0.20357576314305847,0.018221825088090206,1.0697570140944328,0.1211420380549683,0.1135467075405215,1.1810390584918957,0.0,0.000247197,88.0,237.0,203.0,221.0,239.0,95.0,17.0,31.0,15.0,14.0,6.2,0.072184,20.3
2644,Zavala,Texas,0.7510640073437369,0.0,11983.0,57403690.0,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046232162,0.3,1.0,1.0,2.3,0.3449255613786196,0.20357576316448303,0.018221825085537848,1.069757014103313,0.12114203805390969,0.11354670750229492,1.181039058666444,0.0,0.00020875,160.0,241.0,211.0,200.0,242.0,200.0,20.0,24.0,14.0,9.0,3.3,0.072184,20.3
2645,Box Elder,Utah,0.41856232939035487,0.018198362147406732,54950.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.161585901728844,0.3,1.0,0.6,1.8,0.3818285060964513,0.25244337033666964,0.017082634085532303,0.9695976565969063,0.09996504387625113,0.13476300218380347,1.1692113990900819,0.0,0.008691581,11.0,8.0,12.0,10.0,8.0,23.0,10.0,32.0,11.0,8.7,3.0,0.042223000000000004,48.9
2646,Cache,Utah,0.47218811974690716,0.0,127068.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.1615859012497247,0.3,1.0,0.6,1.8,0.3818285061541852,0.2524433702427047,0.0170826340778166,0.9695976563729657,0.09996504383479712,0.13476300217206535,1.169211399408191,0.110177227940945,0.020098668,3.0,7.0,5.0,8.0,6.0,12.0,9.0,26.0,12.0,96.7,31.8,0.042223000000000004,48.9
2647,Carbon,Utah,0.34535497557846956,0.0,20269.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.161585901129804,0.3,1.0,0.6,1.8,0.3818285061917214,0.2524433702698703,0.017082634071735162,0.9695976565198084,0.0999650438600819,0.13476300217080273,1.1692113991810156,0.2960185504958311,0.003205999,26.0,28.0,25.0,11.0,18.0,14.0,12.0,27.0,12.0,14.5,6.5,0.042223000000000004,48.9
